variable,full_name,label,value_type,description,categories,categories_label
pyckatraim9baseMT9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9baseMT9,"",decimal,,,
pyckatraim9baseDT9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9baseDT9,"",decimal,,,
pyckatraim9basePS9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9basePS9,"",decimal,,,
pyckatraim9baseTPS9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9baseTPS9,"",decimal,,,
pyckatraim9basePL9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9basePL9,"",decimal,,,
pyckatraim9basePLT9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9basePLT9,"",decimal,,,
pyckatraim9baseNJ9,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim9baseNJ9,"",decimal,,,
pyckatraim10baseRT10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10baseRT10,"",decimal,,,
pyckatraim10baseMT10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10baseMT10,"",decimal,,,
pyckatraim10baseDT10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10baseDT10,"",decimal,,,
pyckatraim10basePS10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10basePS10,"",decimal,,,
pyckatraim10baseTPS10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10baseTPS10,"",decimal,,,
pyckatraim10basePL10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10basePL10,"",decimal,,,
pyckatraim10basePLT10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10basePLT10,"",decimal,,,
pyckatraim10baseNJ10,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim10baseNJ10,"",decimal,,,
pyckatraim11baseRT11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11baseRT11,"",decimal,,,
pyckatraim11baseMT11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11baseMT11,"",decimal,,,
pyckatraim11baseDT11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11baseDT11,"",decimal,,,
pyckatraim11basePS11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11basePS11,"",decimal,,,
pyckatraim11baseTPS11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11baseTPS11,"",decimal,,,
pyckatraim11basePL11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11basePL11,"",decimal,,,
pyckatraim11basePLT11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11basePLT11,"",decimal,,,
pyckatraim11baseNJ11,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim11baseNJ11,"",decimal,,,
pyckatraim12baseRT12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12baseRT12,"",decimal,,,
pyckatraim12baseMT12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12baseMT12,"",decimal,,,
pyckatraim12baseDT12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12baseDT12,"",decimal,,,
pyckatraim12basePS12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12basePS12,"",decimal,,,
pyckatraim12baseTPS12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12baseTPS12,"",decimal,,,
pyckatraim12basePL12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12basePL12,"",decimal,,,
pyckatraim12basePLT12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12basePLT12,"",decimal,,,
pyckatraim12baseNJ12,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim12baseNJ12,"",decimal,,,
pyckatraim13baseRT13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13baseRT13,"",decimal,,,
pyckatraim13baseMT13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13baseMT13,"",decimal,,,
pyckatraim13baseDT13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13baseDT13,"",decimal,,,
pyckatraim13basePS13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13basePS13,"",decimal,,,
pyckatraim13baseTPS13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13baseTPS13,"",decimal,,,
pyckatraim13basePL13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13basePL13,"",decimal,,,
pyckatraim13basePLT13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13basePLT13,"",decimal,,,
pyckatraim13baseNJ13,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim13baseNJ13,"",decimal,,,
pyckatraim14baseRT14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14baseRT14,"",decimal,,,
pyckatraim14baseMT14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14baseMT14,"",decimal,,,
pyckatraim14baseDT14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14baseDT14,"",decimal,,,
pyckatraim14basePS14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14basePS14,"",decimal,,,
pyckatraim14baseTPS14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14baseTPS14,"",decimal,,,
pyckatraim14basePL14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14basePL14,"",decimal,,,
pyckatraim14basePLT14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14basePLT14,"",decimal,,,
pyckatraim14baseNJ14,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim14baseNJ14,"",decimal,,,
pyckatraim15baseRT15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15baseRT15,"",decimal,,,
pyckatraim15baseMT15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15baseMT15,"",decimal,,,
pyckatraim15baseDT15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15baseDT15,"",decimal,,,
pyckatraim15basePS15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15basePS15,"",decimal,,,
pyckatraim15baseTPS15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15baseTPS15,"",decimal,,,
pyckatraim15basePL15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15basePL15,"",decimal,,,
pyckatraim15basePLT15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15basePLT15,"",decimal,,,
pyckatraim15baseNJ15,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim15baseNJ15,"",decimal,,,
pyckatraim16baseRT16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16baseRT16,"",decimal,,,
pyckatraim16baseMT16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16baseMT16,"",decimal,,,
pyckatraim16baseDT16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16baseDT16,"",decimal,,,
pyckatraim16basePS16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16basePS16,"",decimal,,,
pyckatraim16baseTPS16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16baseTPS16,"",decimal,,,
pyckatraim16basePL16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16basePL16,"",decimal,,,
pyckatraim16basePLT16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16basePLT16,"",decimal,,,
pyckatraim16baseNJ16,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim16baseNJ16,"",decimal,,,
pyckatraim17baseRT17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17baseRT17,"",decimal,,,
pyckatraim17baseMT17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17baseMT17,"",decimal,,,
pyckatraim17baseDT17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17baseDT17,"",decimal,,,
pyckatraim17basePS17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17basePS17,"",decimal,,,
pyckatraim17baseTPS17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17baseTPS17,"",decimal,,,
pyckatraim17basePL17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17basePL17,"",decimal,,,
pyckatraim17basePLT17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17basePLT17,"",decimal,,,
pyckatraim17baseNJ17,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim17baseNJ17,"",decimal,,,
pyckatraim18baseRT18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18baseRT18,"",decimal,,,
pyckatraim18baseMT18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18baseMT18,"",decimal,,,
pyckatraim18baseDT18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18baseDT18,"",decimal,,,
pyckatraim18basePS18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18basePS18,"",decimal,,,
pyckatraim18baseTPS18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18baseTPS18,"",decimal,,,
pyckatraim18basePL18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18basePL18,"",decimal,,,
pyckatraim18basePLT18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18basePLT18,"",decimal,,,
pyckatraim18baseNJ18,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim18baseNJ18,"",decimal,,,
pyckatraim19baseRT19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19baseRT19,"",decimal,,,
pyckatraim19baseMT19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19baseMT19,"",decimal,,,
pyckatraim19baseDT19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19baseDT19,"",decimal,,,
pyckatraim19basePS19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19basePS19,"",decimal,,,
pyckatraim19baseTPS19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19baseTPS19,"",decimal,,,
pyckatraim19basePL19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19basePL19,"",decimal,,,
pyckatraim19basePLT19,BiB_PrimarySchoolYears.ckat_data_bib.pyckatraim19basePLT19,"",decimal,,,
