variable,full_name,label,value_type,description,categories,categories_label
metmsr48990,BiB_Metabolomics.metms_pairm_r.metmsr48990,pyruvate [raw],decimal,,,
metmsr605,BiB_Metabolomics.metms_pairm_r.metmsr605,uracil [raw],decimal,,,
metmsr553,BiB_Metabolomics.metms_pairm_r.metmsr553,cotinine [raw],decimal,,,
metmsr569,BiB_Metabolomics.metms_pairm_r.metmsr569,caffeine [raw],decimal,,,
metmsr48195,BiB_Metabolomics.metms_pairm_r.metmsr48195,fructose [raw],decimal,,,
metmsr554,BiB_Metabolomics.metms_pairm_r.metmsr554,adenine [raw],decimal,,,
metmsr1642,BiB_Metabolomics.metms_pairm_r.metmsr1642,caprate (10:0) [raw],decimal,,,
metmsr1121,BiB_Metabolomics.metms_pairm_r.metmsr1121,margarate (17:0) [raw],decimal,,,
metmsr1356,BiB_Metabolomics.metms_pairm_r.metmsr1356,nonadecanoate (19:0) [raw],decimal,,,
metmsr512,BiB_Metabolomics.metms_pairm_r.metmsr512,asparagine [raw],decimal,,,
metmsr601,BiB_Metabolomics.metms_pairm_r.metmsr601,dihydroorotate [raw],decimal,,,
metmsr1644,BiB_Metabolomics.metms_pairm_r.metmsr1644,heptanoate (7:0) [raw],decimal,,,
metmsr32489,BiB_Metabolomics.metms_pairm_r.metmsr32489,caproate (6:0) [raw],decimal,,,
metmsr32492,BiB_Metabolomics.metms_pairm_r.metmsr32492,caprylate (8:0) [raw],decimal,,,
metmsr1361,BiB_Metabolomics.metms_pairm_r.metmsr1361,pentadecanoate (15:0) [raw],decimal,,,
metmsr32306,BiB_Metabolomics.metms_pairm_r.metmsr32306,trans-4-hydroxyproline [raw],decimal,,,
metmsr1107,BiB_Metabolomics.metms_pairm_r.metmsr1107,allantoin [raw],decimal,,,
metmsr3147,BiB_Metabolomics.metms_pairm_r.metmsr3147,xanthine [raw],decimal,,,
metmsr1494,BiB_Metabolomics.metms_pairm_r.metmsr1494,5-oxoproline [raw],decimal,,,
metmsr1512,BiB_Metabolomics.metms_pairm_r.metmsr1512,picolinate [raw],decimal,,,
metmsr1516,BiB_Metabolomics.metms_pairm_r.metmsr1516,sarcosine [raw],decimal,,,
metmsr1508,BiB_Metabolomics.metms_pairm_r.metmsr1508,pantothenate [raw],decimal,,,
metmsr1444,BiB_Metabolomics.metms_pairm_r.metmsr1444,pipecolate [raw],decimal,,,
metmsr1600,BiB_Metabolomics.metms_pairm_r.metmsr1600,phosphoethanolamine [raw],decimal,,,
metmsr1572,BiB_Metabolomics.metms_pairm_r.metmsr1572,glycerate [raw],decimal,,,
metmsr3155,BiB_Metabolomics.metms_pairm_r.metmsr3155,3-ureidopropionate [raw],decimal,,,
metmsr1587,BiB_Metabolomics.metms_pairm_r.metmsr1587,N-acetylleucine [raw],decimal,,,
metmsr1589,BiB_Metabolomics.metms_pairm_r.metmsr1589,N-acetylmethionine [raw],decimal,,,
metmsr1591,BiB_Metabolomics.metms_pairm_r.metmsr1591,N-acetylvaline [raw],decimal,,,
metmsr1552,BiB_Metabolomics.metms_pairm_r.metmsr1552,erucate (22:1n9) [raw],decimal,,,
metmsr1560,BiB_Metabolomics.metms_pairm_r.metmsr1560,L-methyldopa [raw],decimal,,,
metmsr43807,BiB_Metabolomics.metms_pairm_r.metmsr43807,"bilirubin (Z,Z) [raw]",decimal,,,
metmsr2761,BiB_Metabolomics.metms_pairm_r.metmsr2761,thyroxine [raw],decimal,,,
metmsr1573,BiB_Metabolomics.metms_pairm_r.metmsr1573,guanosine [raw],decimal,,,
metmsr2734,BiB_Metabolomics.metms_pairm_r.metmsr2734,gamma-glutamyltyrosine [raw],decimal,,,
metmsr1584,BiB_Metabolomics.metms_pairm_r.metmsr1584,methyl indole-3-acetate [raw],decimal,,,
